Order_ID,Customer_Name,City,Order_Date,Delivery_Date,Order_Value,Status
ORD1277,Karthik Gupta,Coimbatore,2025-05-21 02:44:38,2025-05-23 04:44:38,3703,Delivered
ORD1278,Meera Nair,Madurai,2026-05-22 22:39:26,2026-05-23 05:39:26,4590,Delivered
ORD1279,Vijay Reddy,Pune,2025-04-27 06:57:33,2025-04-27 14:57:33,1911,Delivered
ORD1280,Kavya Gupta,Bengaluru,2026-02-16 19:40:25,,370,Processing
ORD1281,Meera Patel,Bengaluru,2026-01-30 18:43:46,,4968,Pending
ORD1282,Priya Patel,Coimbatore,2026-05-03 03:52:38,2026-05-05 22:52:38,4773,Delivered
ORD1283,Divya Kumar,Coimbatore,2025-07-05 14:53:47,2025-07-08 01:53:47,3038,Delivered
ORD1284,Rahul Nair,Coimbatore,2025-06-03 02:29:35,2025-06-06 02:29:35,1814,Delivered
ORD1285,Karthik Iyer,Hyderabad,2025-08-23 17:48:09,,4136,Pending
ORD1286,Rohan Singh,Hyderabad,2026-02-18 21:04:56,2026-02-21 16:04:56,4726,Delivered
ORD1287,Kavya Sharma,Mumbai,2025-02-20 06:02:27,2025-02-22 09:02:27,3127,Delivered
ORD1288,Rahul Reddy,Hyderabad,2026-06-23 07:42:40,2026-06-23 15:42:40,2021,Delivered
ORD1289,Arun Singh,Delhi,2026-01-07 16:44:49,2026-01-09 02:44:49,1612,Delivered
ORD1290,Divya Singh,Delhi,2026-08-14 11:50:24,2026-08-15 22:50:24,494,Delivered
ORD1291,Divya Gupta,Chennai,2025-11-24 15:04:43,,194,Pending
ORD1292,Kavya Sharma,Pune,2026-07-22 14:44:20,2026-07-24 12:44:20,2218,Delivered
ORD1293,Divya Nair,Mumbai,2026-05-02 19:33:56,2026-05-03 11:33:56,1664,Delivered
ORD1294,Meera Patel,Pune,2026-01-15 14:30:55,2026-01-18 10:30:55,2748,Delivered
ORD1295,Rahul Sharma,Bengaluru,2026-02-07 17:25:14,,1151,Processing
ORD1296,Rohan Kumar,Madurai,2025-03-02 00:08:22,2025-03-04 06:08:22,1183,Delivered
ORD1297,Karthik Reddy,Chennai,2026-06-27 01:55:20,,2190,Pending
ORD1298,Divya Patel,Bengaluru,2025-09-29 09:31:14,2025-10-01 16:31:14,423,Delivered
ORD1299,Karthik Reddy,Bengaluru,2025-12-25 04:42:23,2025-12-27 04:42:23,2797,Delivered
ORD1300,Vijay Gupta,Mumbai,2025-05-25 17:07:27,2025-05-26 00:07:27,1929,Delivered
ORD1301,Vijay Iyer,Coimbatore,2025-11-19 09:12:34,2025-11-19 16:12:34,4626,Delivered
ORD1302,Rohan Kumar,Coimbatore,2025-03-11 22:11:35,2025-03-13 07:11:35,628,Delivered
ORD1303,Rohan Patel,Pune,2025-12-23 20:13:39,,665,Pending
ORD1304,Sneha Iyer,Chennai,2025-10-27 00:07:38,2025-10-27 19:07:38,4436,Delivered
ORD1305,Vijay Kumar,Coimbatore,2025-09-25 09:03:03,2025-09-26 04:03:03,1341,Delivered
ORD1306,Meera Nair,Bengaluru,2025-07-23 08:19:47,2025-07-24 20:19:47,2818,Delivered
ORD1307,Karthik Gupta,Coimbatore,2026-01-30 03:53:09,,1561,Processing
ORD1308,Sneha Reddy,Hyderabad,2025-05-08 08:08:29,,3430,Pending
ORD1309,Kavya Singh,Coimbatore,2026-04-03 04:30:26,2026-04-03 06:30:26,421,Delivered
ORD1310,Rahul Iyer,Bengaluru,2026-01-19 20:09:33,,292,Processing
ORD1311,Kavya Patel,Pune,2025-05-11 21:49:12,2025-05-13 20:49:12,3482,Delivered
ORD1312,Sneha Singh,Mumbai,2025-12-27 11:41:22,2025-12-30 08:41:22,937,Delivered
ORD1313,Kavya Gupta,Chennai,2025-09-02 06:26:32,,1831,Pending
ORD1314,Rohan Reddy,Madurai,2025-09-09 14:42:36,,772,Cancelled
ORD1315,Karthik Sharma,Coimbatore,2025-05-13 18:36:01,2025-05-13 20:36:01,3991,Delivered
ORD1316,Priya Iyer,Delhi,2025-08-15 13:58:23,2025-08-18 08:58:23,3826,Delivered
ORD1317,Vijay Kumar,Delhi,2026-02-26 23:36:13,2026-02-27 11:36:13,2722,Delivered
ORD1318,Rahul Iyer,Pune,2025-04-03 09:37:21,,3410,Processing
ORD1319,Rohan Iyer,Bengaluru,2025-03-03 13:53:05,2025-03-03 18:53:05,4862,Delivered
ORD1320,Sneha Patel,Madurai,2025-08-07 11:40:37,2025-08-09 00:40:37,216,Delivered
ORD1321,Karthik Nair,Madurai,2026-06-28 01:00:18,2026-06-29 15:00:18,4436,Delivered
ORD1322,Divya Iyer,Hyderabad,2026-07-18 12:40:47,2026-07-18 21:40:47,4766,Delivered
ORD1323,Vijay Iyer,Madurai,2026-05-17 04:51:08,2026-05-19 09:51:08,1290,Delivered
ORD1324,Vijay Nair,Delhi,2025-10-02 08:47:36,,2464,Processing
ORD1325,Arun Nair,Mumbai,2025-07-21 08:08:03,2025-07-22 08:08:03,2682,Delivered
ORD1326,Karthik Gupta,Bengaluru,2026-03-27 02:06:24,2026-03-28 08:06:24,3730,Delivered
ORD1327,Meera Sharma,Bengaluru,2025-05-02 19:23:47,2025-05-05 06:23:47,1337,Delivered
ORD1328,Priya Gupta,Coimbatore,2025-05-23 20:54:56,,4621,Processing
ORD1329,Rohan Kumar,Coimbatore,2026-04-19 04:16:13,2026-04-19 13:16:13,4898,Delivered
ORD1330,Meera Iyer,Coimbatore,2025-12-12 08:56:15,2025-12-14 00:56:15,3489,Delivered
ORD1331,Rohan Kumar,Delhi,2025-12-19 15:12:55,,698,Cancelled
ORD1332,Kavya Nair,Delhi,2026-03-24 18:50:39,,4237,Cancelled
ORD1333,Kavya Gupta,Pune,2026-05-02 22:30:31,,222,Cancelled
ORD1334,Rohan Singh,Delhi,2025-09-30 02:01:42,,348,Processing
ORD1335,Vijay Reddy,Delhi,2025-04-19 20:40:34,2025-04-20 22:40:34,3351,Delivered
ORD1336,Sneha Kumar,Delhi,2025-03-09 17:59:44,,1931,Pending
ORD1337,Arun Gupta,Delhi,2026-07-11 01:10:23,2026-07-12 06:10:23,721,Delivered
ORD1338,Rohan Singh,Mumbai,2025-10-16 17:55:44,,940,Cancelled
ORD1339,Kavya Kumar,Delhi,2026-07-16 05:46:23,,1788,Pending
ORD1340,Rohan Gupta,Pune,2026-03-15 03:36:26,,1981,Pending
ORD1341,Divya Sharma,Madurai,2026-02-19 14:57:54,2026-02-21 08:57:54,2005,Delivered
ORD1342,Divya Gupta,Madurai,2026-07-18 08:20:37,2026-07-20 01:20:37,1324,Delivered
ORD1343,Karthik Singh,Hyderabad,2025-01-23 22:58:29,2025-01-25 12:58:29,3890,Delivered
ORD1344,Sneha Kumar,Mumbai,2026-04-23 22:42:53,,3427,Processing
ORD1345,Karthik Sharma,Coimbatore,2026-08-07 21:20:29,,328,Processing
ORD1346,Karthik Reddy,Chennai,2025-07-31 19:01:57,2025-08-02 08:01:57,2394,Delivered
ORD1347,Rohan Kumar,Delhi,2026-05-20 04:53:57,2026-05-21 05:53:57,4236,Delivered
ORD1348,Priya Singh,Hyderabad,2025-05-03 22:04:28,2025-05-05 01:04:28,884,Delivered
ORD1349,Rohan Reddy,Chennai,2025-04-28 16:07:14,,948,Pending
ORD1350,Rohan Reddy,Pune,2025-03-12 15:58:45,,937,Cancelled
ORD1351,Sneha Iyer,Madurai,2025-11-02 03:40:10,2025-11-02 09:40:10,2945,Delivered
ORD1352,Kavya Patel,Hyderabad,2025-11-11 14:05:08,2025-11-13 06:05:08,4454,Delivered
ORD1353,Vijay Singh,Pune,2025-05-12 02:10:37,,4738,Cancelled
ORD1354,Arun Gupta,Hyderabad,2025-08-11 14:53:20,,3234,Pending
ORD1355,Arun Patel,Bengaluru,2026-02-09 18:36:47,2026-02-12 17:36:47,3068,Delivered
ORD1356,Karthik Nair,Pune,2025-08-27 05:45:04,2025-08-27 15:45:04,881,Delivered
ORD1357,Arun Kumar,Madurai,2026-01-20 21:44:36,2026-01-22 18:44:36,1279,Delivered
ORD1358,Rahul Sharma,Madurai,2026-07-23 10:48:27,2026-07-24 03:48:27,3596,Delivered
ORD1359,Kavya Nair,Mumbai,2025-07-04 00:47:56,2025-07-05 02:47:56,1755,Delivered
ORD1360,Kavya Sharma,Hyderabad,2026-04-18 10:57:07,2026-04-21 00:57:07,3928,Delivered
ORD1361,Arun Singh,Delhi,2026-03-09 00:43:14,,2895,Cancelled
ORD1362,Kavya Singh,Madurai,2025-05-26 14:27:11,2025-05-29 06:27:11,3320,Delivered
ORD1363,Divya Iyer,Hyderabad,2025-08-29 23:03:12,,4839,Pending
ORD1364,Meera Kumar,Mumbai,2025-09-18 06:24:16,2025-09-20 12:24:16,3083,Delivered
ORD1365,Priya Reddy,Delhi,2026-05-21 19:51:07,2026-05-24 12:51:07,1365,Delivered
ORD1366,Karthik Patel,Pune,2025-05-28 01:43:55,2025-05-30 04:43:55,474,Delivered
ORD1367,Divya Singh,Mumbai,2025-03-01 09:06:37,2025-03-03 14:06:37,2000,Delivered
ORD1368,Rahul Iyer,Bengaluru,2025-02-09 22:42:36,,1640,Pending
ORD1369,Rohan Kumar,Delhi,2026-03-05 05:21:56,,1043,Processing
ORD1370,Arun Nair,Hyderabad,2026-02-27 05:45:41,2026-02-28 10:45:41,1540,Delivered
ORD1371,Rahul Reddy,Madurai,2026-06-21 01:26:58,2026-06-21 22:26:58,3539,Delivered
ORD1372,Arun Reddy,Madurai,2025-11-17 07:28:23,,4389,Cancelled
ORD1373,Sneha Nair,Hyderabad,2025-05-11 12:06:52,2025-05-13 04:06:52,4629,Delivered
ORD1374,Rahul Singh,Hyderabad,2025-11-10 15:06:24,2025-11-11 02:06:24,2413,Delivered
ORD1375,Meera Kumar,Hyderabad,2025-10-20 18:59:57,,3582,Pending
ORD1376,Kavya Gupta,Coimbatore,2026-05-02 18:52:14,2026-05-05 05:52:14,2521,Delivered
ORD1377,Kavya Patel,Delhi,2026-06-06 16:59:14,2026-06-08 07:59:14,3236,Delivered
ORD1378,Karthik Sharma,Madurai,2026-07-30 17:22:03,2026-08-01 23:22:03,4462,Delivered
ORD1379,Divya Iyer,Delhi,2026-04-06 06:57:36,,1665,Pending
ORD1380,Rahul Kumar,Mumbai,2026-03-15 13:05:00,2026-03-16 13:05:00,3067,Delivered
ORD1381,Vijay Nair,Madurai,2026-05-17 23:03:48,2026-05-18 21:03:48,2502,Delivered
ORD1382,Karthik Iyer,Coimbatore,2025-06-19 13:31:11,,1317,Pending
ORD1383,Divya Gupta,Hyderabad,2026-01-03 04:38:46,2026-01-05 12:38:46,260,Delivered
ORD1384,Rahul Sharma,Bengaluru,2025-05-22 16:00:32,,4477,Pending
ORD1385,Karthik Singh,Hyderabad,2025-08-08 19:39:43,2025-08-10 07:39:43,3805,Delivered
ORD1386,Rahul Sharma,Pune,2025-02-14 23:33:22,,3943,Processing
ORD1387,Kavya Nair,Hyderabad,2026-05-09 10:29:44,2026-05-12 00:29:44,1905,Delivered
ORD1388,Divya Patel,Coimbatore,2025-07-22 03:28:41,2025-07-23 05:28:41,1727,Delivered
ORD1389,Arun Kumar,Delhi,2025-01-24 00:32:53,2025-01-26 18:32:53,1446,Delivered
ORD1390,Vijay Singh,Madurai,2026-03-01 00:26:33,2026-03-02 16:26:33,3924,Delivered
ORD1391,Vijay Singh,Hyderabad,2026-02-09 17:34:58,,2370,Cancelled
ORD1392,Arun Iyer,Madurai,2026-01-11 20:49:43,,1122,Processing
ORD1393,Arun Reddy,Chennai,2026-01-29 12:18:53,2026-02-01 01:18:53,1180,Delivered
ORD1394,Rohan Patel,Mumbai,2025-06-20 07:58:15,2025-06-22 02:58:15,2743,Delivered
ORD1395,Vijay Iyer,Delhi,2025-10-16 00:10:25,,4142,Pending
ORD1396,Divya Singh,Madurai,2025-10-07 23:30:39,,4763,Processing
ORD1397,Arun Iyer,Bengaluru,2025-10-10 07:08:05,2025-10-11 22:08:05,1063,Delivered
ORD1398,Priya Nair,Mumbai,2025-07-26 23:25:50,2025-07-28 10:25:50,2331,Delivered
ORD1399,Rohan Singh,Pune,2025-05-15 10:46:50,2025-05-15 13:46:50,3347,Delivered
ORD1400,Sneha Reddy,Pune,2025-04-28 23:10:57,2025-04-30 19:10:57,1612,Delivered
ORD1401,Priya Iyer,Bengaluru,2026-05-15 15:01:45,2026-05-17 18:01:45,2528,Delivered
ORD1402,Karthik Patel,Hyderabad,2025-11-14 19:52:48,2025-11-15 07:52:48,3604,Delivered
ORD1403,Arun Reddy,Mumbai,2025-09-02 13:32:23,2025-09-03 08:32:23,3703,Delivered
ORD1404,Kavya Iyer,Madurai,2026-04-19 00:43:12,,1457,Pending
ORD1405,Karthik Gupta,Mumbai,2026-08-01 16:47:04,2026-08-04 03:47:04,1339,Delivered
ORD1406,Karthik Iyer,Hyderabad,2025-10-15 14:57:57,2025-10-17 15:57:57,837,Delivered
ORD1407,Karthik Singh,Coimbatore,2025-01-06 18:34:23,2025-01-09 07:34:23,4811,Delivered
ORD1408,Sneha Reddy,Delhi,2025-10-23 12:37:58,2025-10-24 05:37:58,1357,Delivered
ORD1409,Divya Patel,Bengaluru,2025-11-05 13:10:09,2025-11-07 22:10:09,2044,Delivered
ORD1410,Divya Sharma,Hyderabad,2026-01-18 15:15:36,2026-01-20 22:15:36,1961,Delivered
ORD1411,Meera Kumar,Coimbatore,2025-04-17 07:34:47,2025-04-19 06:34:47,3333,Delivered
ORD1412,Rohan Nair,Mumbai,2025-12-14 12:03:24,2025-12-15 00:03:24,3947,Delivered
ORD1413,Meera Iyer,Mumbai,2025-06-22 10:53:47,2025-06-25 00:53:47,1794,Delivered
ORD1414,Meera Kumar,Hyderabad,2026-07-18 20:00:57,2026-07-19 04:00:57,4118,Delivered
ORD1415,Priya Iyer,Madurai,2025-09-15 17:46:46,,2866,Cancelled
ORD1416,Meera Reddy,Mumbai,2025-03-17 09:00:40,2025-03-20 07:00:40,340,Delivered
ORD1417,Rohan Reddy,Madurai,2025-05-24 21:09:55,,1485,Cancelled
ORD1418,Priya Sharma,Madurai,2025-03-12 14:20:28,2025-03-13 15:20:28,4953,Delivered
ORD1419,Kavya Kumar,Delhi,2025-12-03 17:38:27,2025-12-04 05:38:27,3256,Delivered
ORD1420,Arun Singh,Madurai,2026-04-10 05:46:40,2026-04-10 20:46:40,528,Delivered
ORD1421,Arun Patel,Chennai,2026-02-24 14:24:07,2026-02-27 01:24:07,4632,Delivered
ORD1422,Karthik Singh,Delhi,2025-11-03 03:45:49,,3979,Pending
ORD1423,Rahul Sharma,Coimbatore,2025-07-13 13:09:33,,765,Pending
ORD1424,Priya Kumar,Coimbatore,2026-08-01 11:48:02,,2480,Pending
ORD1425,Rahul Nair,Mumbai,2026-05-06 15:33:42,2026-05-07 23:33:42,1904,Delivered
ORD1426,Priya Patel,Mumbai,2025-01-29 23:29:31,2025-01-30 09:29:31,613,Delivered
ORD1427,Divya Sharma,Madurai,2025-02-06 18:43:45,2025-02-07 10:43:45,1116,Delivered
ORD1428,Sneha Iyer,Delhi,2025-01-12 12:42:41,2025-01-15 11:42:41,4417,Delivered
ORD1429,Meera Singh,Delhi,2025-02-18 10:10:39,2025-02-19 03:10:39,3308,Delivered
ORD1430,Karthik Gupta,Chennai,2025-01-08 17:05:26,2025-01-09 16:05:26,3774,Delivered
ORD1431,Sneha Patel,Madurai,2025-01-08 12:19:10,2025-01-09 14:19:10,839,Delivered
ORD1432,Rohan Iyer,Chennai,2025-08-22 06:06:13,2025-08-22 13:06:13,2772,Delivered
ORD1433,Kavya Patel,Pune,2025-01-02 09:00:34,,2362,Pending
ORD1434,Rahul Patel,Madurai,2026-07-21 10:19:42,,532,Processing
ORD1435,Rahul Gupta,Bengaluru,2025-09-21 00:42:36,,2406,Processing
ORD1436,Priya Iyer,Bengaluru,2026-06-22 07:02:45,2026-06-24 07:02:45,3960,Delivered
ORD1437,Vijay Sharma,Hyderabad,2025-02-21 04:23:21,2025-02-24 04:23:21,3653,Delivered
ORD1438,Sneha Singh,Madurai,2025-01-13 11:53:20,2025-01-15 22:53:20,1562,Delivered
ORD1439,Sneha Gupta,Delhi,2025-10-31 03:25:39,,1733,Pending
ORD1440,Meera Kumar,Mumbai,2026-01-13 00:56:09,2026-01-13 18:56:09,521,Delivered
ORD1441,Arun Nair,Coimbatore,2026-05-18 02:26:13,2026-05-20 13:26:13,760,Delivered
ORD1442,Sneha Kumar,Hyderabad,2025-11-14 16:10:54,,265,Cancelled
ORD1443,Kavya Singh,Mumbai,2025-02-10 13:05:57,2025-02-11 03:05:57,596,Delivered
ORD1444,Priya Reddy,Bengaluru,2025-10-17 22:21:30,2025-10-19 05:21:30,1541,Delivered
ORD1445,Kavya Kumar,Madurai,2025-04-13 10:17:31,2025-04-14 10:17:31,3474,Delivered
ORD1446,Rahul Sharma,Hyderabad,2025-11-25 23:53:04,2025-11-28 11:53:04,1490,Delivered
ORD1447,Rohan Sharma,Madurai,2025-08-06 03:53:24,2025-08-08 00:53:24,4660,Delivered
ORD1448,Vijay Gupta,Bengaluru,2025-10-22 04:21:15,2025-10-22 07:21:15,3089,Delivered
ORD1449,Sneha Singh,Hyderabad,2025-07-25 19:24:22,2025-07-27 08:24:22,3849,Delivered
ORD1450,Vijay Singh,Bengaluru,2025-12-26 00:43:47,2025-12-27 19:43:47,1223,Delivered
ORD1451,Divya Iyer,Chennai,2025-08-27 22:38:36,,4963,Cancelled
ORD1452,Kavya Sharma,Bengaluru,2025-12-09 00:12:15,2025-12-11 07:12:15,3719,Delivered
ORD1453,Rohan Reddy,Delhi,2025-01-06 04:49:55,2025-01-07 19:49:55,3300,Delivered
ORD1454,Arun Kumar,Delhi,2025-09-11 17:11:57,2025-09-12 08:11:57,1755,Delivered
ORD1455,Kavya Gupta,Madurai,2026-04-12 12:53:02,,4807,Processing
ORD1456,Arun Kumar,Coimbatore,2025-12-31 22:33:23,2026-01-01 23:33:23,2444,Delivered
ORD1457,Kavya Singh,Bengaluru,2026-01-21 00:38:39,2026-01-21 13:38:39,3812,Delivered
ORD1458,Arun Sharma,Mumbai,2025-12-20 01:06:20,,4632,Cancelled
ORD1459,Kavya Kumar,Delhi,2025-02-09 02:46:09,,4947,Cancelled
ORD1460,Meera Nair,Pune,2025-02-03 13:43:23,2025-02-05 07:43:23,1133,Delivered
ORD1461,Sneha Nair,Coimbatore,2026-07-25 04:22:01,,501,Cancelled
ORD1462,Sneha Kumar,Chennai,2026-06-04 19:03:57,2026-06-07 02:03:57,1874,Delivered
ORD1463,Meera Sharma,Hyderabad,2026-05-04 00:45:06,2026-05-05 18:45:06,2101,Delivered
ORD1464,Sneha Sharma,Hyderabad,2026-02-12 10:05:43,2026-02-13 20:05:43,1429,Delivered
ORD1465,Rahul Patel,Delhi,2025-09-16 20:29:50,2025-09-18 02:29:50,2057,Delivered
ORD1466,Vijay Gupta,Coimbatore,2026-08-02 21:54:26,,4998,Pending
ORD1467,Rohan Patel,Delhi,2025-03-15 03:28:27,2025-03-15 16:28:27,1174,Delivered
ORD1468,Kavya Reddy,Hyderabad,2026-04-26 13:57:13,2026-04-27 07:57:13,695,Delivered
ORD1469,Rohan Singh,Pune,2025-01-17 11:21:26,,4324,Pending
ORD1470,Meera Singh,Bengaluru,2025-02-12 18:39:21,,2531,Pending
ORD1471,Divya Patel,Coimbatore,2026-04-29 11:15:48,2026-05-01 09:15:48,1038,Delivered
ORD1472,Arun Singh,Madurai,2026-04-19 09:52:52,2026-04-20 14:52:52,1255,Delivered
ORD1473,Rohan Kumar,Bengaluru,2025-05-17 14:27:09,2025-05-20 04:27:09,2699,Delivered
ORD1474,Meera Sharma,Bengaluru,2026-01-26 11:31:34,,2140,Pending
ORD1475,Kavya Reddy,Bengaluru,2025-11-17 02:35:42,2025-11-19 11:35:42,4148,Delivered
ORD1476,Divya Gupta,Madurai,2026-02-26 06:07:04,,3925,Processing
ORD1477,Arun Reddy,Pune,2025-02-19 16:55:39,2025-02-22 00:55:39,2962,Delivered
ORD1478,Karthik Gupta,Chennai,2025-05-15 08:44:36,2025-05-15 18:44:36,1070,Delivered
ORD1479,Kavya Gupta,Pune,2026-07-17 15:36:32,2026-07-18 21:36:32,4795,Delivered
ORD1480,Arun Kumar,Pune,2025-03-12 13:18:49,2025-03-13 14:18:49,2211,Delivered
ORD1481,Vijay Singh,Pune,2026-03-22 14:08:57,2026-03-22 19:08:57,4637,Delivered
ORD1482,Priya Nair,Mumbai,2025-01-10 07:08:48,,3789,Processing
ORD1483,Priya Singh,Delhi,2025-08-30 04:56:14,2025-09-01 05:56:14,3315,Delivered
ORD1484,Meera Kumar,Hyderabad,2025-01-13 01:47:13,2025-01-13 04:47:13,4585,Delivered
ORD1485,Priya Iyer,Delhi,2025-09-27 01:11:59,,2794,Pending
ORD1486,Karthik Sharma,Coimbatore,2025-04-27 21:39:09,2025-04-28 11:39:09,1195,Delivered
ORD1487,Priya Iyer,Pune,2025-01-07 03:05:25,,3706,Pending
ORD1488,Rahul Patel,Chennai,2026-07-25 05:20:47,2026-07-28 01:20:47,2831,Delivered
ORD1489,Divya Iyer,Coimbatore,2026-07-01 08:46:16,2026-07-02 02:46:16,3349,Delivered
ORD1490,Rahul Sharma,Delhi,2025-07-16 05:23:51,2025-07-18 19:23:51,1088,Delivered
ORD1491,Sneha Kumar,Hyderabad,2025-03-28 12:14:07,2025-03-30 01:14:07,591,Delivered
ORD1492,Karthik Nair,Madurai,2025-02-23 06:03:40,,2700,Processing
ORD1493,Divya Singh,Delhi,2025-06-25 01:48:22,2025-06-27 01:48:22,4375,Delivered
ORD1494,Meera Kumar,Bengaluru,2025-02-12 19:36:31,2025-02-15 12:36:31,746,Delivered
ORD1495,Rohan Reddy,Delhi,2026-01-07 18:51:42,2026-01-09 23:51:42,1655,Delivered
ORD1496,Sneha Singh,Bengaluru,2025-04-27 14:35:01,2025-04-28 05:35:01,1011,Delivered
ORD1497,Rohan Gupta,Madurai,2026-07-16 04:41:00,,2790,Processing
ORD1498,Arun Patel,Delhi,2025-02-11 19:30:10,2025-02-14 15:30:10,3881,Delivered
ORD1499,Arun Iyer,Chennai,2025-06-25 20:03:37,2025-06-26 08:03:37,1701,Delivered
ORD1500,Vijay Kumar,Chennai,2025-04-30 03:04:18,,3386,Processing
ORD1501,Priya Nair,Coimbatore,2026-01-26 00:46:28,2026-01-27 13:46:28,1886,Delivered
ORD1502,Vijay Sharma,Madurai,2026-06-21 08:33:25,,1599,Processing
ORD1503,Meera Singh,Pune,2025-11-29 22:35:57,2025-12-01 17:35:57,414,Delivered
ORD1504,Sneha Sharma,Chennai,2025-01-21 05:33:34,2025-01-24 03:33:34,2809,Delivered
ORD1505,Divya Patel,Delhi,2026-04-17 04:39:12,2026-04-18 19:39:12,2871,Delivered
ORD1506,Priya Patel,Madurai,2026-08-06 03:15:57,,1612,Pending
ORD1507,Vijay Gupta,Hyderabad,2026-06-19 21:48:45,,4402,Processing
ORD1508,Priya Sharma,Bengaluru,2025-01-27 11:43:47,2025-01-29 09:43:47,1595,Delivered
ORD1509,Sneha Nair,Delhi,2025-06-21 18:17:40,2025-06-22 05:17:40,2448,Delivered
ORD1510,Meera Kumar,Bengaluru,2025-09-27 14:52:59,2025-09-30 04:52:59,3075,Delivered
ORD1511,Kavya Iyer,Bengaluru,2025-03-18 08:38:39,2025-03-19 09:38:39,1782,Delivered
ORD1512,Karthik Reddy,Pune,2025-07-23 00:35:37,2025-07-25 23:35:37,2524,Delivered
ORD1513,Sneha Nair,Madurai,2025-12-26 22:41:51,,662,Processing
ORD1514,Kavya Patel,Madurai,2026-05-14 23:46:28,2026-05-15 03:46:28,365,Delivered
ORD1515,Arun Gupta,Coimbatore,2025-08-23 17:17:26,2025-08-26 04:17:26,3481,Delivered
ORD1516,Rahul Iyer,Bengaluru,2025-05-07 23:25:23,2025-05-10 23:25:23,2322,Delivered
ORD1517,Sneha Sharma,Coimbatore,2025-03-07 23:00:48,2025-03-08 19:00:48,3303,Delivered
ORD1518,Rohan Kumar,Pune,2026-07-29 02:16:29,2026-07-31 17:16:29,1856,Delivered
ORD1519,Sneha Iyer,Bengaluru,2026-08-19 08:42:05,2026-08-21 14:42:05,2256,Delivered
ORD1520,Vijay Nair,Coimbatore,2026-03-31 18:48:04,,1717,Cancelled
ORD1521,Vijay Kumar,Coimbatore,2026-01-27 16:53:42,2026-01-29 09:53:42,2358,Delivered
ORD1522,Meera Patel,Hyderabad,2025-02-28 20:28:41,2025-02-28 23:28:41,2481,Delivered
ORD1523,Vijay Sharma,Coimbatore,2025-11-18 21:05:13,2025-11-19 03:05:13,2303,Delivered
ORD1524,Karthik Singh,Madurai,2026-08-02 21:53:57,,1278,Cancelled
ORD1525,Kavya Singh,Coimbatore,2026-05-17 18:11:16,,3660,Pending
ORD1526,Rahul Patel,Bengaluru,2026-08-04 15:14:43,2026-08-06 21:14:43,4473,Delivered
ORD1527,Vijay Kumar,Coimbatore,2026-06-26 12:36:03,,3803,Pending
ORD1528,Kavya Patel,Chennai,2025-02-12 17:55:05,2025-02-14 18:55:05,2515,Delivered
ORD1529,Divya Sharma,Mumbai,2026-07-29 17:10:42,2026-07-30 02:10:42,3071,Delivered
ORD1530,Karthik Kumar,Bengaluru,2025-06-05 21:42:17,2025-06-06 17:42:17,4717,Delivered
ORD1531,Vijay Reddy,Chennai,2025-02-21 16:37:51,2025-02-24 05:37:51,1229,Delivered
ORD1532,Meera Patel,Pune,2026-02-09 00:25:27,2026-02-10 11:25:27,3661,Delivered
ORD1533,Divya Kumar,Bengaluru,2025-05-02 11:21:40,,2891,Processing
ORD1534,Karthik Iyer,Madurai,2025-11-29 06:49:39,,3170,Cancelled
ORD1535,Karthik Nair,Mumbai,2025-11-18 22:22:07,2025-11-19 15:22:07,378,Delivered
ORD1536,Vijay Patel,Mumbai,2026-02-06 02:23:19,2026-02-06 05:23:19,320,Delivered
ORD1537,Meera Kumar,Madurai,2025-11-14 17:28:47,2025-11-16 01:28:47,444,Delivered
ORD1538,Meera Sharma,Mumbai,2025-03-31 04:39:18,2025-03-31 17:39:18,4434,Delivered
ORD1539,Karthik Nair,Madurai,2025-12-02 14:58:09,2025-12-05 10:58:09,575,Delivered
ORD1540,Arun Kumar,Chennai,2026-06-26 03:52:16,2026-06-26 17:52:16,1068,Delivered
ORD1541,Vijay Reddy,Pune,2026-01-24 22:19:07,2026-01-25 09:19:07,3403,Delivered
ORD1542,Rohan Iyer,Hyderabad,2026-01-16 07:30:07,,648,Cancelled
ORD1543,Rahul Reddy,Bengaluru,2026-07-21 21:01:19,2026-07-24 16:01:19,2959,Delivered
ORD1544,Rahul Gupta,Madurai,2025-05-16 17:18:18,2025-05-17 22:18:18,975,Delivered
ORD1545,Sneha Kumar,Bengaluru,2025-07-22 12:49:23,,3929,Pending
ORD1546,Sneha Reddy,Pune,2025-09-21 03:12:11,2025-09-23 22:12:11,2008,Delivered
ORD1547,Meera Gupta,Chennai,2026-06-25 04:52:50,2026-06-26 05:52:50,2268,Delivered
ORD1548,Arun Patel,Hyderabad,2025-05-13 09:20:59,2025-05-15 03:20:59,295,Delivered
ORD1549,Karthik Nair,Pune,2025-06-24 00:04:48,2025-06-24 09:04:48,4715,Delivered
ORD1550,Rahul Iyer,Chennai,2025-09-12 21:48:16,,3727,Pending
ORD1551,Rohan Gupta,Mumbai,2026-02-09 14:46:02,2026-02-10 15:46:02,342,Delivered
ORD1552,Sneha Kumar,Bengaluru,2025-07-17 02:11:48,2025-07-17 07:11:48,4038,Delivered
ORD1553,Vijay Gupta,Delhi,2025-02-16 17:04:11,,201,Cancelled
ORD1554,Kavya Gupta,Hyderabad,2026-07-06 21:57:22,,2560,Cancelled
