Employee_ID,Name,Department,Age,Salary,Experience,Performance_Score
EMP0463,Karthik,Sales,56.0,111740.0,14.0,2.4
EMP0464,Priya,IT,45.0,40524.0,8.0,1.3
EMP0465,Sneha,Sales,41.0,44282.0,3.0,3.1
EMP0466,Meera,Operations,56.0,,13.0,1.3
EMP0467,Sneha,,30.0,,4.0,4.2
EMP0468,Priya,Operations,57.0,45611.0,1.0,
EMP0469,Vijay,Sales,29.0,41984.0,10.0,3.2
EMP0470,Rohan,Finance,44.0,39060.0,8.0,4.5
EMP0471,Vijay,Marketing,55.0,107985.0,2.0,3.6
EMP0472,Karthik,Marketing,55.0,109056.0,8.0,3.1
EMP0473,Sneha,Sales,56.0,68303.0,2.0,2.3
EMP0474,Karthik,Sales,38.0,84207.0,1.0,2.3
EMP0475,Vijay,IT,59.0,100046.0,11.0,3.7
EMP0476,Rohan,Marketing,52.0,54287.0,,5.0
EMP0477,Rahul,IT,44.0,,8.0,3.6
EMP0478,Kavya,Sales,43.0,64711.0,14.0,3.2
EMP0479,Karthik,,,36954.0,7.0,
EMP0480,Karthik,Finance,57.0,98340.0,4.0,2.9
EMP0481,Rahul,Marketing,32.0,97101.0,10.0,1.2
EMP0482,Meera,Finance,33.0,96520.0,1.0,3.2
EMP0483,Meera,IT,43.0,112062.0,14.0,4.8
EMP0484,Vijay,IT,45.0,43574.0,5.0,1.7
EMP0485,Karthik,HR,55.0,34184.0,7.0,3.8
EMP0486,Rohan,Operations,50.0,44096.0,4.0,1.8
EMP0487,Arun,Marketing,,,15.0,
EMP0488,Vijay,,40.0,59016.0,17.0,1.4
EMP0489,,IT,45.0,36246.0,5.0,2.8
EMP0490,Kavya,Operations,42.0,70558.0,4.0,4.0
EMP0491,Karthik,Finance,33.0,43381.0,15.0,2.4
EMP0492,Meera,,39.0,61455.0,12.0,3.7
EMP0493,Meera,IT,56.0,117263.0,4.0,
EMP0494,Sneha,HR,32.0,29018.0,12.0,4.7
EMP0495,Divya,Sales,39.0,36302.0,16.0,1.9
EMP0496,Divya,Marketing,32.0,92506.0,17.0,2.6
EMP0497,Divya,Operations,29.0,66157.0,7.0,1.6
EMP0498,Kavya,Sales,,79917.0,12.0,5.0
EMP0499,Rohan,Finance,48.0,117738.0,18.0,4.7
EMP0500,Divya,HR,,108122.0,2.0,
